Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,category
26416,Text,2008-08-24,The Naval History of the United States. Volume 2,en,"Abbot, Willis J. (Willis John), 1863-1934; Jackson, W. C. [Illustrator]; McVickar, H. W. (Harry Whitney), 1860- [Illustrator]","United States -- History, Naval",V,,V
26421,Text,2008-08-27,"Great Men and Famous Women. Vol. 1
A series of pen and pencil sketches of the lives of more than 200 of the most prominent personages in History",en,"Horne, Charles F. (Charles Francis), 1870-1942 [Editor]",Biography,CT,,C
26424,Text,2008-08-27,"Great Men and Famous Women. Vol. 4
A series of pen and pencil sketches of the lives of more than 200 of the most prominent personages in History",en,"Horne, Charles F. (Charles Francis), 1870-1942 [Editor]",Biography,CT,,C
26438,Text,2008-08-26,"Are the Effects of Use and Disuse Inherited?
An Examination of the View Held by Spencer and Darwin",en,"Ball, W. P. (William Platt)",Variation (Biology); Heredity,QH,,Q
26512,Text,2008-09-03,"Description of a New Vespertilionine Bat from Yucatan
Author's Edition, extracted from Bulletin of the American
Museum of Natural History, Vol. IX, September 28, 1897",en,"Allen, J. A. (Joel Asaph), 1838-1921",Vespertilionidae; Bats -- Mexico -- Izamal -- Classification,QL,Animals-Wild-Mammals,Q
26598,Text,2008-09-12,Seasoning of Wood,en,"Wagner, J. B. (Joseph Bernard), 1870-",Lumber -- Drying,TS,Technology; Manufacturing; Woodwork,T
26908,Text,2008-10-13,"Conversations on Chemistry, V. 1-2
In Which the Elements of that Science Are Familiarly Explained and Illustrated by Experiments",en,"Marcet, Mrs. (Jane Haldimand), 1769-1858",Chemistry,QD,Chemistry,Q
26965,Text,2008-10-19,"Heroes and Hunters of the West
Comprising Sketches and Adventures of Boone, Kenton, Brady, Logan, Whetzel, Fleehart, Hughes, Johnson, &c.",en,"Frost, John, 1800-1859",Indian captivities; Frontier and pioneer life -- Ohio River Valley,E011,,E
27007,Text,2008-10-24,"Notes and Queries, Number 210, November 5, 1853
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,AG,Notes and Queries,A
27032,Text,2008-10-26,Interviews (1998-2001),en,"Lebert, Marie",Internet; World Wide Web,TK,,T
27045,Text,2008-10-26,Project Gutenberg (1971-2008),en,"Lebert, Marie",Project Gutenberg,Z,,Z
27066,Text,2008-10-27,Making a Lawn,en,"Doogue, Luke Joseph, 1865-",Lawns,SB,,S
27077,Text,2008-10-28,Dangers of the Trail in 1865: A Narrative of Actual Events,en,"Young, Charles E. (Charles Edward), 1846-; Patterson, H. DeF. [Illustrator]",West (U.S.) -- Description and travel; Colorado -- Description and travel,F590.3,,F
27128,Text,2008-11-02,The No Breakfast Plan and the Fasting-Cure,en,"Dewey, Edward Hooker, 1837?-1904",Fasting; Nutrition,RM,,R
27136,Text,2008-11-02,"Six Days on the Hurricane Deck of a Mule
An account of a journey made on mule back in Honduras,
C.A. in August, 1891",en,"Cole, Almira Stillwell",Honduras -- Description and travel,F1501,,F
27244,Text,2008-11-12,Operations Upon the Sea: A Study,en,"Edelsheim, Franz, Freiherr von, 1868-","Sea-power; Germany. Kriegsmarine; Germany. Heer -- Transport service; Transportation, Military",V,,V
27256,Text,2008-11-14,A Pioneer Railway of the West,en,"Lafferty, Maude Ward, 1869-1962",Lexington and Ohio Rail Road Company -- History; Louisville and Nashville Railroad Company -- History,HE,,H
27258,Text,2008-11-14,From Slave to College President: Being the Life Story of Booker T. Washington,en,"Pike, G. Holden (Godfrey Holden), 1836-","Washington, Booker T., 1856-1915",CT; E151,,C
27322,Text,2008-11-24,An Appeal to the British Nation on the Humanity and Policy of Forming a National Institution for the Preservation of Lives and Property from Shipwreck (1825),en,"Hillary, William, Sir, 1771-1847",Lifesaving -- Great Britain; Shipwrecks,VK,,V
27354,Text,2008-11-28,"Archæological Essays, Vol. 1",en,"Simpson, James Young, 1811-1870; Stuart, John, 1813-1877 [Editor]",Archaeology,CC,,C
27448,Text,2008-12-08,The Indian To-day: The Past and Future of the First American,en,"Eastman, Charles A., 1858-1939",Indians of North America,E011,,E
27469,Text,2008-12-09,"Radio Shack TRS-80 Expansion Interface: Operator's Manual
Catalog Numbers: 26-1140, 26-1141, 26-1142",en,Anonymous,"TRS-80 computers -- Handbooks, manuals, etc.",TK,Technology,T
27506,Text,2008-12-12,"Political Women, Vol. 2",en,"Menzies, Sutherland, active 1840-1883",Women -- Biography; Women in politics -- Biography,JK,,J
27526,Text,2008-12-13,The Public Domain: Enclosing the Commons of the Mind,en,"Boyle, James, 1959-",Intellectual property; Public domain (Copyright law),K,,K
27559,Text,2008-12-18,The 2004 CIA World Factbook,en,United States. Central Intelligence Agency,"World politics -- Handbooks, manuals, etc.; Geography -- Handbooks, manuals, etc.; Political science -- Handbooks, manuals, etc.; Political statistics -- Handbooks, manuals, etc.",G,CIA World Factbooks,G
27606,Text,2008-12-24,The Library of William Congreve,en,"Congreve, William, 1670-1729; Hodges, John Cunyus, 1892-1967 [Editor]","Congreve, William, 1670-1729 -- Library -- Catalogs; Early printed books -- England -- Bibliography -- Catalogs; Rare books -- England -- Bibliography -- Catalogs; Private libraries -- England -- Catalogs",Z,,Z
27642,Text,2008-12-28,Lectures in Navigation,en,"Draper, Ernest Gallaudet, 1885-1954",Navigation,VK,,V
27669,Text,2008-12-31,"The Johnstown Horror!!!
or, Valley of Death, being A Complete and Thrilling Account
of the Awful Floods and Their Appalling Ruin",en,"Walker, James Herbert",Floods -- Pennsylvania -- Johnstown (Cambria County),F106,,F
27790,Text,2009-01-13,A Practical Enquiry into the Philosophy of Education,en,"Gall, James, 1784?-1874",Education,LB,,L
27819,Text,2009-01-16,"Round Games with Cards
A Practical Treatise on All the Most Popular Games, with Their Different Variations, and Hints for Their Practice",en,"Peel, W. H.",Card games,GV,,G
27943,Text,2009-01-31,"The Home Medical Library, Volume 1 (of 6)",en,"Winslow, Kenelm, 1863- [Editor]","Medicine; Medicine, Popular",RC,,R
27954,Text,2009-01-31,Handbook of The New York Public Library,en,New York Public Library,"Libraries -- Handbooks, manuals, etc.",Z,,Z
28023,Text,2009-02-08,Pictorial Photography in America 1921,en,"Pictorial Photographers of America; Dow, Arthur W. (Arthur Wesley), 1857-1922 [Commentator]; Moore, Henry Hoyt [Commentator]; White, Clarence H. (Clarence Hudson), 1871-1925 [Commentator]","Photography, Artistic -- Periodicals",TR,Photography,T
28052,Text,2009-02-12,"John Brown: A Retrospect
Read before The Worcester Society of Antiquity, Dec. 2, 1884.",en,"Roe, Alfred S. (Alfred Seelye), 1844-1917","Brown, John, 1800-1859",E300,,E
28067,Text,2009-02-13,"The Spirit of American Government
A Study Of The Constitution: Its Origin, Influence And
Relation To Democracy",en,"Smith, J. Allen (James Allen), 1860-1926",Constitutional history -- United States; United States -- Politics and government,JK,,J
28134,Text,2009-02-20,"The Nursery, June 1877, Vol. XXI. No. 6
A Monthly Magazine for Youngest Readers",en,Various,"Children's literature, American -- Periodicals",AP; PZ,The Nursery,A
28178,Text,2009-02-24,Sound Military Decision,en,"Naval War College (U.S.); Kalbfus, Edward C. (Edward Clifford), 1877-1954 [Commentator]",Naval strategy -- Decision making,V,,V
28208,Text,2009-02-27,"The Gospel Day; Or, the Light of Christianity",en,"Orr, Charles Ebert, 1861-1933",Christianity,BT,,B
28245,Text,2009-03-04,Prisoners of Poverty Abroad,en,"Campbell, Helen, 1839-1918",Women -- Employment,HD,,H
28248,Text,2009-03-04,"The Testimony of the Rocks
or, Geology in Its Bearings on the Two Theologies, Natural and Revealed",en,"Miller, Hugh, 1802-1856",Religion and science; Creation; Bible and geology,BS,,B
28253,Text,2009-03-05,"McGill and its Story, 1821-1921",en,"MacMillan, Cyrus, 1880-1953",McGill University -- History,LE,,L
28274,Text,2009-03-08,"The Beauties of Nature, and the Wonders of the World We Live In",en,"Lubbock, John, Sir, 1834-1913",Natural history; Astronomy; Physical geography,Q,,Q
28466,Text,2009-04-01,A Catalogue of Play Equipment,en,"Hunt, Jean Lee",Play,LB,Education,L
28470,Text,2009-04-01,"Punch, or the London Charivari, Vol. 147, November 4, 1914",en,Various,English wit and humor -- Periodicals,AP,Punch,A
28476,Text,2009-04-02,"Notes and Queries, Number 194, July 16, 1853
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,AG,Notes and Queries,A
28601,Text,2009-04-25,"The Christian Foundation, Or, Scientific and Religious Journal, June, 1880",en,"Various; Walker, Aaron, 1826- [Editor]",Religion and science -- Periodicals,AP,The Christian Foundation,A
28750,Text,2009-05-10,The Fairfax County Courthouse,en,"Netherton, Ross De Witt, 1918-2010; Waldeck, Ruby",Law -- Virginia -- Fairfax County -- History; Courthouses -- Virginia -- Fairfax County -- History,KF,,K
28752,Text,2009-05-10,"Pleasures of the telescope
An Illustrated Guide for Amateur Astronomers and a Popular Description of the Chief Wonders of the Heavens for General Readers",en,"Serviss, Garrett Putman, 1851-1929",Telescopes; Astronomy -- Observers' manuals; Astronomy -- Amateurs' manuals,QB,Astronomy,Q
28955,Text,2009-05-24,"A Narrative of the Mutiny, on Board the Ship Globe, of Nantucket, in the Pacific Ocean, Jan. 1824
And the journal of a residence of two years on the Mulgrave
Islands; with observations on the manners and customs of
the inhabitants",en,"Hussey, Cyrus M.; Lay, William","Globe Mutiny, 1824; Mili Atoll (Marshall Islands)",DU,,D
28957,Text,2009-05-24,The Acts of the General Assemblies of the Church of Scotland,en,Church of Scotland. General Assembly,Scotland -- Church history -- 17th century; Ecclesiastical law -- Scotland,BX,Canon Law,B
29064,Text,2009-06-07,Boys' Book of Model Boats,en,"Yates, Raymond F. (Raymond Francis), 1895-",Boatbuilding,VM,,V
29134,Text,2009-06-15,"Harper's Young People, September 7, 1880
An Illustrated Weekly",en,Various,"Children's periodicals, American",AP,Harper's Young People,A
29148,Text,2009-06-17,"Harper's Young People, September 21, 1880
An Illustrated Weekly",en,Various,"Children's periodicals, American",AP,Harper's Young People,A
29167,Text,2009-06-19,"Secret Memoirs: The Story of Louise, Crown Princess",en,"Fischer, Henry W. (Henry William), 1856-1932","Toscana, Luise von, 1870-1947; Saxony (Germany) -- Court and courtiers",DD,,D
29184,Text,2009-06-21,"Lippincott's Magazine of Popular Literature and Science, Volume 15, No. 89, May, 1875",en,Various,"Science -- Periodicals; Literature, Modern -- 19th century -- Periodicals",AP,Lippincott's Magazine,A
29186,Text,2009-06-21,"National Strategy for Combating Terrorism
September 2006",en,National Security Council (U.S.),"United States -- Military policy; Terrorism -- Prevention -- Government policy -- United States; National security -- United States; War on Terrorism, 2001-",HV,,H
29286,Text,2009-07-01,Noble Deeds of the World's Heroines,en,"Moore, Henry Charles",Women heroes -- Biography,CT,,C
29513,Text,2009-07-26,"Opinion of the Supreme Court of the United States, at January Term, 1832, Delivered by Mr. Chief Justice Marshall in the Case of Samuel A. Worcester, Plaintiff in Error, versus the State of Georgia
With a Statement of the Case, Extracted from the Records of the Supreme Court of the United States",en,"Marshall, John, 1755-1835","Worcester, S. A. (Samuel Austin), 1798-1859 -- Trials, litigation, etc.; Cherokee Indians -- Missions -- Georgia; Georgia -- Trials, litigation, etc.",KF,,K
29532,Text,2009-07-28,Six Centuries of Painting,en,"Davies, Randall, 1866-1946",Painting -- History,ND,,N
29609,Text,2009-08-04,Six Letters From the Colonies,en,"Seaton, R. C. (Robert Cooper), 1853-1915",Australia -- Description and travel,DU,,D
29685,Text,2009-08-13,"Submarine Warfare of To-day
How the Submarine Menace Was Met and Vanquished, with Descriptions of the Inventions and Devices Used, Fast Boats, Mystery Ships, Nets, Aircraft, &c. &c., Also Describing the Selection and Training of the Enormous Personnel Used in This New Branch of the Navy",en,"Domville-Fife, Charles W. (Charles William), 1886-","World War, 1914-1918 -- Naval operations -- Submarine; Submarine warfare",V,World War I,V
29842,Text,2009-08-29,"Histology of the Blood, Normal and Pathological",en,"Ehrlich, Paul, 1854-1915; Lazarus, Adolf, 1867-1925; Woodhead, G. Sims, (German Sims), Sir, 1855-1921 [Commentator]; Myers, W. [Translator]",Blood -- Examination; Blood Physiology; Blood cells -- Anatomy and histology; Hematologic Diseases -- Pathology,RB,Medicine,R
29886,Text,2009-09-01,"Pioneers of the Pacific Coast
A Chronicle of Sea Rovers and Fur Hunters",en,"Laut, Agnes C., 1871-1936",Pacific Coast (North America) -- History; Northwest Coast of North America,F850.5; F1001,,F
29911,Text,2009-09-05,"The Strand Magazine, Vol. 05, Issue 25, January 1893
An Illustrated Monthly",en,"Various; Newnes, George, 1851-1910 [Editor]","Short stories, English -- Periodicals; English literature -- Periodicals",AP,The Strand Magazine,A
29981,Text,2009-09-14,The Truth About Woman,en,"Hartley, C. Gasquoine (Catherine Gasquoine), 1867-1928",Women; Women -- Social and moral questions; Women -- History,HQ,,H
29982,Text,2009-09-14,"Culture and Cooking; Or, Art in the Kitchen",en,"Owen, Catherine, -1889","Cooking, American",TX,Cookbooks and Cooking,T
30003,Text,2009-09-16,Law and Laughter,en,"Malloch, D. Macleod (Donald Macleod), -1912; Morton, George A. (George Alexander), 1857-",Law -- Great Britain -- Humor; Law -- United States -- Humor,K,British Law,K
30099,Text,2009-09-27,Hypochondriasis: A Practical Treatise (1766),en,"Hill, John, 1714?-1775",Medicine -- Early works to 1800; Hypochondria -- Early works to 1900,RC,,R
30121,Text,2009-09-28,"The Art of Confectionary
Shewing the Various Methods of Preserving All Sorts of Fruits, Dry and Liquid; viz. Oranges, Lemons, Citrons, Golden Pippins, Wardens, Apricots Green, Almonds, Goosberries, Cherries, Currants, Plumbs, Rasberries, Peaches, Walnuts, Nectarines, Figs, Grapes, &amp;c., Flowers and Herbs; as Violets, Angelica, Orange-Flowers, &amp;c.; Also How to Make All Sorts of Biscakes, Maspins, Sugar-Works, and Candies. With the Best Methods of Clarifying, and the Different Ways of Boiling Sugar.",en,"Lambert, Edward",Confectionery; Cooking -- Early works to 1800,TX,Cookbooks and Cooking,T
30162,Text,2009-10-02,Old English Patent Medicines in America,en,"Griffenhagen, George B.; Young, James Harvey, 1915-2006",Patent medicines,RM,Medicine,R
30168,Text,2009-10-03,"A History of Giggleswick School from its Foundation, 1499 to 1912",en,"Bell, Edward Allen, 1884-1959","Giggleswick School (Giggleswick, England) -- History",LF,,L
30180,Text,2009-10-05,Perugino,en,"Brinton, Selwyn, 1859-1940","Perugino, approximately 1450-1523",ND,Masterpieces in Colour,N
30262,Text,2009-10-15,Frederic Lord Leighton: An Illustrated Record of His Life and Work,en,"Rhys, Ernest, 1859-1946","Leighton of Stretton, Frederic Leighton, Baron, 1830-1896",ND,,N
30315,Text,2009-10-22,Raeburn,en,"Caw, J. L. (James Lewis), Sir, 1864-1950","Raeburn, Henry, Sir, 1756-1823",ND,Masterpieces in Colour,N
30325,Text,2009-10-24,"The Elements of Drawing, in Three Letters to Beginners",en,"Ruskin, John, 1819-1900",Drawing,NC,,N
30472,Text,2009-11-14,Needlework As Art,en,"Alford, Marianne Margaret Compton Cust, Viscountess, 1817-1888",Needlework,NK,Crafts,N
30632,Text,2009-12-08,"Homeland Security Act of 2002
Updated Through October 14, 2008",en,"United States. Congress. House. Committee on Homeland Security; Twinchek, Michael [Editor]",United States. Homeland Security Act of 2002; United States. Dept. of Homeland Security; National security -- Law and legislation -- United States; Administrative agencies -- United States -- Reorganization; Terrorism -- United States -- Prevention; Emergency management -- United States,KF,,K
30656,Text,2009-12-12,The Purple Cow!,en,"Burgess, Gelett, 1866-1951",Nonsense verses,PS,,P
30660,Text,2009-12-12,"Discourses on a Sober and Temperate Life
Wherein is demonstrated, by his own Example, the Method of Preserving Health to Extreme Old Age",en,"Cornaro, Luigi, 1475-1566","Cornaro, Luigi, 1475-1566; Health -- Early works to 1800; Longevity -- Early works to 1800",RA,,R
30684,Text,2009-12-15,The Boys of '98,en,"Otis, James, 1848-1912","Spanish-American War, 1898",E660,,E
30818,Text,2009-12-31,"Punch, or the London Charivari, Vol. 98, January 25th, 1890",en,"Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",English wit and humor -- Periodicals,AP,Punch,A
30983,Text,2010-01-16,"Knots, Bends, Splices
With tables of strengths of ropes, etc. and wire rigging",en,"Jutsum, Captain, 1868-1916",Knots and splices,VM,,V
